plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
50,Ceanothus,C,80,48,60,230400,965097.2632,12.34757221,47.75227774,27.89251923,40,40,40,40,75,52,0,35,12,15.66666667,1,6,4,3.666666667,11,20.7602227,0,-0.006795561,8,NA,NA,0.105833534,17,16,13,9,6,5,5,5,3,1,2,3,0,0.333333333,3,3,3,3,3,3,3,14,13,10,6,3,2,2,2,14,14,12,8,6,5,5,5,11,11,9,5,3,2,2,2,3,2,1,1,0,0,0,0,5,5,5,4,3,2,2,2,11,10,8,5,3,2,2,2,0.561014241,0.524935984,0.496345615,6.38293051,5.721879318,5.954155583,0.848056394,1.494239839,5.270839045,0.320320215,3.433088033,0.214370014,0.651336154,0.281679355,3.163221305,1.13319043,1.730963082,6.857117247,5.995184707,5.064292757,3.818093988,3.093405226,2.486751349,2.264167599,1.651622414,0.84690774,0.84690774,0.846903729,0.846903729,0.846902671,0.846855461,0.832337125,6.009061971,5.148276967,4.217385017,2.971190258,2.246501497,1.639848678,1.417312138,0.819285288,4.445278741,4.145558885,3.723699633,3.093940432,2.625739007,2.218022116,1.998318973,1.515225109,3.597223465,3.298651146,2.876791894,2.247036703,1.778835277,1.371119445,1.151463512,0.682887983,1.080489646,0.618186187,0.320867569,0.143226518,0.008552697,0.00764794,0.007644954,0.007644954,1.979060204,1.977227891,1.955534571,1.697859574,1.622498991,1.346804694,1.127674296,0.677226105
51,Ceanothus,C,80,72,80,460800,1930194.526,13.04071939,47.09557967,25.74691574,40,40,40,47,71,58,7,31,18,18.66666667,0,1,0,0.333333333,7,NA,0,-0.008554116,5,NA,NA,0.182398004,21,18,14,11,8,7,6,5,2,2,0,2,0,1,2,2,2,2,2,2,2,19,16,12,9,6,5,4,3,10,9,8,8,6,5,4,4,8,7,6,6,4,3,2,2,6,4,2,1,0,0,0,0,3,3,3,3,3,3,2,2,14,12,8,7,5,5,4,3,0.645675289,0.462166757,0.219573106,7.038527385,4.827370276,2.386441965,1.145081239,0.8706411,1.093899229,0.322888733,0.767078524,0.370863187,0.701233262,0.303587107,0.739483776,0.5278752,0.313970797,6.646520477,5.854474129,4.907435848,3.636129834,2.874519384,2.363212884,2.242782752,1.861049186,1.142980255,1.142980255,1.142970199,1.142970199,1.142968408,1.142903287,1.117811942,5.501442422,4.711493874,3.764455592,2.493159635,1.731549186,1.220244477,1.099879465,0.743237244,4.877033962,4.718153689,4.179044053,3.15930236,2.666724369,2.343085307,2.23149962,1.852576343,3.731955907,3.575173434,3.036063798,2.016332162,1.52375417,1.200116899,1.088596332,0.734764401,0.801911614,0.426757452,0.224750081,0.147669162,0.008536903,0.008015318,0.008006623,0.008006623,2.078610573,2.076974267,2.026224387,1.755588551,1.463592511,1.142276481,1.031164666,0.725173787
52,Ceanothus,C,96,48,96,442368,1852986.745,12.99989739,50.14706069,28.42463361,40,40,40,58,67,54,18,27,14,19.66666667,2,1,2,1.666666667,7,21.13260205,0,-0.196357202,8,NA,NA,0.064985421,14,12,11,7,6,4,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,13,11,10,6,5,3,3,0,12,11,10,7,6,4,4,1,11,10,9,6,5,3,3,0,1,0,0,0,0,0,0,0,7,7,7,5,5,3,3,0,10,8,7,3,3,1,1,0,0.534698745,0.386673656,0.294249536,5.926633049,3.84329829,3.136476066,0.903694861,0.418038811,0.74789165,0.176741561,0.599779678,0.422787444,0.801960656,0.163410061,0.375859901,0.228491333,0.132433576,5.4015348,4.931606818,4.05670468,3.065355488,2.336622759,1.882025951,1.728309824,1.591319824,0.903337412,0.903337412,0.903333339,0.903333339,0.903333028,0.903312916,0.890092241,4.497840805,4.028269406,3.153367268,2.162022149,1.43328942,0.978692923,0.824996908,0.701227584,3.707064433,3.608280095,3.118456521,2.373951569,1.967520093,1.77235715,1.62006753,1.53512542,2.803370437,2.704942683,2.215119109,1.470618231,1.064186754,0.869024122,0.716754615,0.64503318,0.845010799,0.543672432,0.269827108,0.181407069,0.004624789,0.004174367,0.004173172,0.004173172,1.323679557,1.323030836,1.298213936,1.161398153,0.991256287,0.849971195,0.698324026,0.638691801
53,Ceanothus,C,24,12,48,13824,57905.83579,9.534161491,47.19202316,22.92322808,40,40,40,85,76,75,45,36,35,38.66666667,0,0,0,0,13,20.23399376,0,NA,1,NA,NA,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80333199,0.482112059,0.705047876,9.106668551,4.869540854,6.634136167,1.490381647,0.683423434,2.586491417,0.36143078,1.450503266,0.528853361,0.560799567,0.325940481,1.027250442,0.290683903,0.944451983,11.15316327,8.940257398,7.084704584,5.363104959,4.207382113,3.659404033,3.297999476,2.540472377,1.488196044,1.488196044,1.488157798,1.488157798,1.488155851,1.488070061,1.440542375,9.662794663,7.452061353,5.59650854,3.87494716,2.719224314,2.171248182,1.809929415,1.099930002,6.619087097,6.186384112,5.580379997,4.734311128,3.879302431,3.426244289,3.097210611,2.43807837,5.128718493,4.698188068,4.092183953,3.24615333,2.391144633,1.938088438,1.60914055,0.997535995,1.754929753,0.880137713,0.456159083,0.169546759,0.006875039,0.006622183,0.006596539,0.006596539,2.997311331,2.996539731,2.819212637,2.680373529,2.095364354,1.739120658,1.41057403,0.974144631
54,Ceanothus,C,48,32,24,36864,154415.5621,10.51499074,45.26923477,20.18762549,40,40,,80,72,,40,32,,36,1,1,,1,11,21.64236547,0,0.017267012,2,NA,NA,0.034139203,8,6,4,2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,7,5,3,1,1,0,0,0,6,5,4,2,2,1,1,1,5,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,7,5,3,1,1,0,0,0,0.888964717,0.558364592,0.648958484,9.496137901,4.992328739,6.282155516,1.96965342,0.3916686,2.285724817,0.200012278,1.169462134,0.510667125,0.511637326,0.178107314,0.966616296,0.174963802,0.951081206,8.594116909,6.909750277,5.460129278,4.693745923,3.733353985,3.421995058,2.975390219,2.491046589,1.965677605,1.965677605,1.965594009,1.965594009,1.96558907,1.965321923,1.834528393,6.624506971,4.944072671,3.494451673,2.728151914,1.767759975,1.456405988,1.010068296,0.656518196,5.155218489,4.857367041,4.26068685,3.824500872,3.490700512,3.202169574,2.919695827,2.461324737,3.18560855,2.891689436,2.295009245,1.858906862,1.525106502,1.236580505,0.954373904,0.626796344,1.383400925,0.814193518,0.318412845,0.207038026,0.008970909,0.00852941,0.008394243,0.008394243,1.900770038,1.900077537,1.822039057,1.664038272,1.404816664,1.139916921,0.85895666,0.610200161
55,Ceanothus,C,24,24,24,13824,57905.83579,9.534161491,44.39598799,20.17848976,40,40,40,46,53,52,6,13,12,10.33333333,1,1,1,1,6,21.64247211,0,0,1,NA,NA,0.0184,5,3,2,2,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,4,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0.889415266,0.719676863,1.619442999,9.799865951,7.010989285,17.14350052,2.204605149,0.866160653,4.498592479,0.443943239,1.567192769,0.512541453,0.348374025,0.356780034,1.263114038,0.363471346,2.641620478,8.860818244,7.406549362,5.806936099,4.619780002,4.012197,3.481001525,3.064526286,2.590539581,2.198764471,2.198764471,2.198698379,2.198698379,2.19869075,2.198360396,2.011680399,6.656252481,5.207784891,3.608171629,2.421081623,1.81349862,1.282310775,0.86616589,0.578859182,6.352448018,5.8371907,4.967004101,4.021878382,3.776995992,3.266595333,3.01188116,2.562759685,4.147882255,3.638426229,2.76823963,1.823180003,1.578297613,1.067904583,0.813520764,0.551079286,0.994870437,0.770098202,0.287882858,0.202837922,0.010326743,0.009829564,0.009649252,0.009649252,1.932074338,1.931135627,1.877744185,1.670451411,1.490072438,1.000970871,0.748095386,0.538945948
56,Ceanothus,C,48,64,64,196608,823549.6646,12.18896718,44.91819336,18.46098897,40,40,40,62,50,92,22,10,52,28,2,3,3,2.666666667,14,19.95436128,0,0.008522301,4,NA,NA,0.070732702,12,10,7,7,5,4,2,2,1,1,0,1,0,1,1,1,1,1,1,1,1,11,9,6,6,4,3,1,1,7,6,4,4,4,3,2,2,6,5,3,3,3,2,1,1,2,2,1,1,0,0,0,0,3,3,3,3,3,2,1,1,10,8,6,6,4,3,1,1,0.717307688,0.754857033,1.420433538,7.62721639,7.713549541,15.02032483,2.028070977,1.413845035,7.262532806,0.633896053,2.474509679,0.448349032,0.340722685,0.498462134,2.289773792,0.698604088,4.057635336,6.598410185,5.329163141,4.401712694,3.498868829,3.111974957,2.859882203,2.780202198,2.370224521,2.02491131,2.02491131,2.024756436,2.024756436,2.02475114,2.024252858,1.931095558,4.570435793,3.304251832,2.376801384,1.474112393,1.087218521,0.835131063,0.75594934,0.439128963,4.56634547,4.311594282,3.977186889,3.259681439,3.064959548,2.825739637,2.749299973,2.352341107,2.538371078,2.286682973,1.952275579,1.234925004,1.040203113,0.800988498,0.725047114,0.421245549,0.814227792,0.479576956,0.098146226,0.034135015,0.009693781,0.00891162,0.008626573,0.008626573,1.262415432,1.261984527,1.219505268,1.110757134,0.960329271,0.733819602,0.660447541,0.402250558
57,Ceanothus,C,80,64,72,368640,1544155.621,12.81757584,43.99931825,16.80335893,40,40,40,43,72,40,3,32,0,11.66666667,0,0,1,0.333333333,11,20.37698768,0,0,8,NA,NA,0.235242173,10,9,9,8,8,8,8,7,6,4,2,6,0,0.666666667,6,6,6,6,6,6,6,4,3,3,2,2,2,2,1,9,9,9,8,8,8,8,7,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,4,3,3,2,2,2,2,1,0.438540753,0.633642232,0.439079088,4.744519395,6.682403173,4.757150615,0.880580378,1.600097568,2.007570909,0.747947455,0.68886351,0.467438655,0.343132841,0.515710956,0.608186171,0.728754765,1.1521476,4.786393587,3.925382672,2.968737128,2.565266569,2.032729986,1.749656218,1.372962469,1.210397416,0.877793175,0.877793175,0.877574351,0.877574351,0.877567312,0.876474511,0.810464031,3.905999255,3.047589497,2.090943953,1.687692218,1.155155635,0.872088906,0.496487958,0.399933385,3.025540529,2.741467289,2.258158543,1.962056542,1.839690366,1.566287721,1.350151477,1.196085979,2.145146197,1.863674114,1.380365368,1.084482191,0.962116015,0.688720409,0.473676966,0.385621949,0.743192235,0.580510958,0.231436002,0.190499929,0.011933281,0.010385155,0.009681734,0.009681734,1.075854334,1.0755389,1.054732775,0.984112257,0.896724229,0.634045812,0.425234301,0.362133271
58,Ceanothus,C,64,72,72,331776,1389740.059,12.71221532,43.14475495,21.12126596,40,40,40,,,,,,,,,,,,11,21.72753302,0,0,6,NA,NA,0.005445765,7,7,6,5,5,5,5,4,5,2,3,5,0,0.4,5,5,5,5,5,5,4,2,2,1,0,0,0,0,0,7,7,6,5,5,5,5,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0.635829441,0.812626564,1.537203241,6.450135946,8.639182391,16.06750515,1.123469326,1.800375818,7.4960494,1.196140879,3.004785626,0.664383995,0.400849229,0.873222057,2.518638265,0.437625783,3.607728472,5.75830088,4.566045248,3.567233944,2.933196193,2.356119102,2.04513965,1.798834908,1.56588588,1.111041673,1.111041673,1.111010316,1.111010316,1.110995622,1.110591126,1.104059363,4.634852546,3.455003575,2.456192272,1.822185877,1.245108786,0.934144028,0.688243782,0.461826518,3.488883365,3.203097168,2.81364156,2.371650364,2.179192988,1.895173687,1.729646663,1.530151428,2.36543503,2.092055495,1.702599887,1.260640048,1.068182672,0.784178065,0.619055537,0.426092066,1.000349361,0.657630842,0.208120327,0.132313241,0.017366745,0.016792442,0.01661319,0.01661319,1.186381046,1.184383809,1.150514928,1.124908274,1.004147543,0.743763416,0.58021503,0.41936324
59,Ceanothus,C,84,84,72,508032,2128039.465,13.13829972,40.56306057,7.196432279,40,40,40,70,61,60,30,21,20,23.66666667,0,3,2,1.666666667,10,22.60014443,0,-0.062820903,35,NA,NA,0.914158422,62,58,53,47,40,37,33,30,16,11,5,16,0,0.6875,16,16,16,16,16,16,16,46,42,37,31,24,21,17,14,48,48,45,42,37,35,31,29,32,32,29,26,21,19,15,13,9,7,5,3,1,1,1,1,19,19,19,18,14,13,11,9,20,16,12,10,8,7,5,3,0.299411398,0.606454078,1.504714101,3.381615333,6.24435292,15.28123167,1.819231263,0.507606014,4.820345776,0.137780228,2.030718179,0.271431433,0.421280604,0.133447812,1.850266953,0.365493348,2.45745113,4.555119242,4.125419814,3.618491773,3.211911935,2.857903767,2.7394187,2.383084707,2.303136989,1.816301363,1.816301363,1.81588805,1.81588805,1.815884396,1.748936469,1.717306759,2.738731646,2.309118451,1.80219041,1.396023884,1.042015717,0.923534304,0.634148238,0.585830231,3.36417979,3.298394918,3.143237167,2.906606373,2.643249636,2.561683556,2.322815255,2.242960486,1.547792194,1.482093555,1.326935804,1.090718323,0.827361585,0.74579916,0.573878786,0.525653728,0.395778022,0.235569827,0.154296454,0.072371284,0.057504005,0.02068898,0.001586588,0.001586588,0.887587995,0.887574576,0.878793712,0.871118777,0.742940059,0.673577396,0.563078714,0.518845323
60,Ceanothus,C,48,24,36,41472,173717.5074,10.63277378,40.10620241,9.94683101,40,40,40,93,75,85,53,35,45,44.33333333,0,1,0,0.333333333,12,21.50125642,0,0,0,NA,NA,0.031515291,3,3,2,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,0.272808828,0.703752253,0.110554971,3.301420649,6.896145963,1.179444589,3.010541927,0.931368778,0.106926086,0.469891688,0.000575636,0.504517329,0.005383495,0.334591285,0.000519119,0.391424018,0.106275003,9.683454055,8.958876737,8.09291824,7.2212664,6.256555023,5.838995587,5.234428542,4.839887466,3.009144813,3.009144813,3.008891165,3.008891165,3.008881055,2.969445714,2.93931617,6.673988862,5.949731924,5.083773427,4.212375235,3.247663858,2.830114533,2.264982827,1.900571297,7.458312719,7.413398474,6.999183623,6.560036475,5.860059547,5.568136905,4.988996089,4.692214892,4.448847527,4.404253661,3.99003881,3.551145311,2.851168382,2.55925585,2.019550375,1.752898722,1.254705898,0.912315002,0.624615813,0.363021776,0.149612552,0.12175272,0.099297291,0.099297291,2.727414854,2.727364473,2.71158601,2.604766432,2.100039041,1.914561708,1.619103758,1.357374089
61,Ceanothus,C,64,60,72,276480,1158116.716,12.52989376,36.95936021,6.480182611,40,40,40,,,,,,,,,,,,18,21.26758566,0,-0.149136765,16,NA,NA,0.032263322,19,18,17,17,15,15,13,13,13,8,5,13,0,0.615384615,13,13,13,13,13,12,12,6,5,4,4,2,2,1,1,18,18,17,17,15,15,13,13,5,5,4,4,2,2,1,1,0,0,0,0,0,0,0,0,3,3,3,3,2,2,1,1,5,4,3,3,1,1,1,1,0.522691373,0.772516612,0.359750001,6.183548136,7.251943194,3.359648922,4.892763222,0.508150835,0.263531678,0.221793131,0.073047682,0.436471054,0.27718748,0.169814308,0.072551269,0.256676395,0.19003154,14.03917144,12.84692477,11.39859291,10.10661424,9.155295016,8.561154197,7.77152478,7.473703233,4.892066686,4.892066686,4.891996564,4.891996564,4.89198606,4.890967471,4.885795046,9.147036448,7.954858087,6.506526228,5.214617677,4.263298451,3.669168137,2.880557309,2.587908187,10.01001732,9.890422812,9.560335071,8.95138463,8.326483739,7.967115961,7.304473137,7.069263037,5.117882328,4.998356126,4.668268385,4.059388066,3.434487175,3.075129902,2.413505666,2.183467992,2.107888926,1.259157072,0.941860941,0.471171746,0.323829274,0.151715603,0.062862155,0.062862155,3.200405423,3.200387005,3.176842469,3.112888003,2.648640902,2.355527043,2.161249946,1.931891006
62,Ceanothus,C,72,48,84,290304,1216022.552,12.57868393,35.37458256,6.992552805,40,40,40,71,40,95,31,0,55,28.66666667,4,3,3,3.333333333,8,20.40231451,0,0.060027323,11,NA,NA,0.194015551,25,22,20,17,16,15,13,13,9,5,4,9,0,0.555555556,9,9,9,9,9,9,9,16,13,11,8,7,6,4,4,14,14,14,13,13,13,11,11,5,5,5,4,4,4,2,2,7,4,3,1,1,0,0,0,2,2,2,2,2,2,2,2,15,12,10,7,6,5,3,3,0.685252362,0.698794463,0.287112295,8.083334533,6.475924365,2.718728704,7.058901842,0.372822564,0.558306355,0.164814989,0.279409785,0.442073537,0.500459618,0.131478232,0.276984348,0.187876368,0.277626056,15.73703624,14.74920403,13.03324815,12.12775215,11.00357216,10.46658955,9.661367904,9.368513065,7.058544002,7.058544002,7.058512625,7.058512625,7.058491167,6.8872729,6.884677781,8.678407588,7.69066003,5.974704145,5.069239527,3.945059531,3.408098381,2.774095004,2.483835284,12.91514528,12.74903346,12.25641034,11.74564309,10.70657203,10.19966034,9.602401382,9.338896763,5.856516626,5.69048946,5.197866336,4.687130464,3.648059402,3.141169171,2.715128483,2.454218981,0.891731157,0.437244775,0.355581918,0.294839856,0.213606243,0.212994337,0.029504737,0.029504737,4.145066237,4.145036748,4.11928841,4.089182547,3.43821671,2.963819385,2.596823753,2.33627823
63,Ceanothus,C,64,72,72,331776,1389740.059,12.71221532,34.62088502,8.314569365,40,40,40,,,,,,,,,,,,9,21.86379382,0,-0.045855743,22,NA,NA,0.231502135,30,30,27,24,22,21,20,19,12,7,3,10,2,0.7,12,12,12,12,12,12,12,18,18,15,12,10,9,8,7,26,26,25,23,21,20,20,19,14,14,13,11,9,8,8,7,1,1,1,1,1,1,0,0,10,10,10,10,9,8,8,7,10,10,7,5,4,3,2,1,0.610368741,0.710411989,0.313647173,7.093948158,7.260315257,3.066694621,5.086164498,0.652459423,0.260852685,0.385275516,0.136588365,0.590497281,0.523622614,0.263893094,0.134601491,0.206058105,0.122383023,12.43085673,11.03796548,9.677268799,8.77656255,8.122493942,7.582205965,6.722159501,6.629213435,5.085856105,5.085856105,5.085835841,5.085835841,5.085790515,4.996658954,4.994611436,7.344844727,5.952109376,4.591412694,3.690726709,3.036658101,2.49641545,1.725500547,1.634601999,8.488518494,8.38324466,8.194982532,7.90148929,7.490412113,7.153452558,6.31633808,6.242625079,3.402506494,3.297388556,3.109126427,2.815653449,2.404576272,2.067662043,1.319679126,1.248013643,1.998011836,0.928649065,0.667242627,0.260108913,0.203303681,0.019408502,0.019408502,0.019408502,2.241773215,2.241712388,2.216701348,2.196747071,1.897167134,1.584359348,1.24211216,1.170767267
64,Ceanothus,C,72,80,64,368640,1544155.621,12.81757584,33.87567885,5.295468471,40,40,40,58,47,84,18,7,44,23,2,0,1,1,10,21.60008604,0,-0.02608,16,NA,NA,0.058552122,23,20,16,16,15,14,14,14,11,7,4,11,0,0.636363636,11,11,11,11,11,11,11,12,9,5,5,4,3,3,3,17,16,16,16,15,14,14,14,6,5,5,5,4,3,3,3,1,0,0,0,0,0,0,0,5,5,5,5,4,3,3,3,7,4,4,4,3,3,3,3,0.457705324,1.135188207,0.188079639,5.370634703,11.75035254,2.104173658,4.150600496,0.235204019,0.615144268,0.123207299,0.469018064,0.523831604,0.762452141,0.084482243,0.460240465,0.092480579,0.125050633,10.18886586,9.336481395,8.378017791,7.513752582,6.844884159,6.486010487,5.829790753,5.701579349,4.150403563,4.150403563,4.150388521,4.150388521,4.150371513,4.074801799,4.07378768,6.038428981,5.186077832,4.227614228,3.363364062,2.694495639,2.335638974,1.754988954,1.627791669,7.56716597,7.480051837,7.193628812,6.808328854,6.336742681,6.117071005,5.552054146,5.436015329,3.416729091,3.329648274,3.043225249,2.657940333,2.18635416,1.966699491,1.477252347,1.36222765,1.39053102,0.730079687,0.569581384,0.290965565,0.222090823,0.095199739,0.012253877,0.012253877,2.202608973,2.202593079,2.156901787,2.144408715,1.84544316,1.639511671,1.42796513,1.313079146
65,Ceanothus,C,72,72,72,373248,1563457.566,12.82999836,34.31356263,0.863641351,40,40,40,45,49,90,5,9,50,21.33333333,1,1,1,1,3,21.65022548,0,0.009100401,14,NA,NA,0.140542103,20,17,15,14,11,11,11,11,7,6,1,7,0,0.857142857,7,7,7,7,7,7,7,13,10,8,7,4,4,4,4,18,16,14,13,11,11,11,11,11,9,7,6,4,4,4,4,2,1,1,1,0,0,0,0,7,7,6,6,4,4,4,4,9,6,5,4,2,2,2,2,0.106874438,1.166277918,0.221326306,1.27422306,12.00004216,2.447506156,1.106789239,0.203537107,1.239893267,0.095771057,0.346457716,0.470533645,0.279425435,0.065884925,0.33429617,0.092673228,0.866300297,2.515981492,2.268929921,1.964582374,1.838870387,1.688354979,1.591441595,1.477942732,1.452794653,1.106560838,1.106560838,1.106546997,1.106546997,1.106544726,1.088521994,1.088053272,1.409416711,1.162369083,0.858021536,0.73232339,0.581807982,0.48489687,0.389420739,0.364741381,1.874919241,1.829978747,1.786318683,1.732353462,1.610405722,1.535888408,1.433665271,1.413113196,0.76835446,0.723417909,0.679757845,0.625806465,0.503858725,0.429343682,0.345143277,0.325059924,0.243570316,0.115115534,0.086312295,0.041521387,0.031828294,0.014058046,0.00462318,0.00462318,0.529301321,0.529299461,0.528920313,0.524187348,0.435301342,0.366083698,0.326380639,0.306352046
66,Ceanothus,C,48,48,48,110592,463246.6863,11.61360303,33.10115553,7.857044957,40,40,40,70,65,60,30,25,20,25,0,4,1,1.666666667,3,20.82200947,0,-0.040546511,8,NA,NA,0.024100872,13,11,9,8,8,7,6,6,5,2,3,5,0,0.4,5,5,5,5,5,5,5,8,6,4,3,3,2,1,1,8,8,8,8,8,7,6,6,3,3,3,3,3,2,1,1,2,0,0,0,0,0,0,0,3,3,3,3,3,2,1,1,4,3,2,2,2,1,1,1,0.496345615,0.899129943,0.305822484,5.954155583,9.171172591,3.501468519,5.270839045,0.145953092,0.998095531,0.077081384,0.501605947,0.528124362,0.502563063,0.052712803,0.499976102,0.056614086,0.496261335,12.73853703,11.9300311,10.56714984,9.591290478,8.784064273,8.331968151,7.745679182,7.516571208,5.270649732,5.270649732,5.270639967,5.270639967,5.270579212,5.219771685,5.218814432,7.467779021,6.659381372,5.296500105,4.320650511,3.513424306,3.061388939,2.525907497,2.297756776,9.827315006,9.699581063,9.404759446,8.870422151,8.217454272,7.891692097,7.493643696,7.273900127,4.556557001,4.428931331,4.134109714,3.599782184,2.946814305,2.621112885,2.273872011,2.055085695,1.259568364,0.755108572,0.593160904,0.340251981,0.303739462,0.187131488,0.009539186,0.009539186,3.08820661,3.088148078,3.066300017,3.056478003,2.643358124,2.33076966,2.235656733,2.017036143
67,Ceanothus,C,96,64,72,442368,1852986.745,12.99989739,35.38668529,14.73364323,40,40,40,47,60,75,7,20,35,20.66666667,3,7,3,4.333333333,4,20.41314694,0,-0.029131073,17,NA,NA,0.097742669,23,21,17,16,14,12,10,8,4,2,0,2,2,1,4,4,4,4,4,4,4,19,17,13,12,10,8,6,4,18,18,17,16,14,12,10,8,14,14,13,12,10,8,6,4,4,2,0,0,0,0,0,0,13,13,12,12,10,8,6,4,10,8,5,4,3,2,2,0,0.219573106,1.087260854,0.723705992,2.386441965,10.99981174,7.657286001,1.093899229,0.116580665,1.744283359,0.037391826,1.062269271,0.320737797,0.609000404,0.025616492,0.764958528,0.073258126,0.624364546,2.771607951,2.657778533,2.298043258,2.14665007,1.844449052,1.682647,1.4882763,1.438184511,1.089928171,1.089928171,1.089916337,1.089916337,1.089647811,1.083100037,1.078656818,1.677746465,1.567850362,1.208115087,1.056733733,0.754532714,0.592999188,0.405176263,0.359527693,2.060458392,2.043826123,1.929969671,1.843727543,1.764987856,1.619773709,1.457092873,1.414253013,0.966596907,0.953897952,0.8400415,0.753811206,0.675071519,0.530125898,0.373992836,0.335596195,0.489845339,0.425971464,0.272336281,0.241404726,0.031653686,0.022712954,0.007214392,0.007214392,0.585684159,0.584612473,0.583341084,0.573893974,0.527753014,0.486706886,0.35589588,0.318304829
68,Ceanothus,C,48,42,60,120960,506676.0632,11.70321519,34.65156363,17.39071645,40,40,40,46,94,78,6,54,38,32.66666667,5,6,3,4.666666667,11,22.35638802,0,-0.009366854,7,NA,NA,0.049804296,11,11,10,10,8,7,6,6,5,4,1,5,0,0.8,5,5,5,5,5,5,5,6,6,5,5,3,2,1,1,8,8,8,8,8,7,6,6,3,3,3,3,3,2,1,1,3,3,2,2,0,0,0,0,2,2,2,2,2,2,1,1,5,5,4,4,3,2,1,1,0.294249536,1.05399373,0.245074489,3.136476066,10.84413394,2.75317152,0.74789165,0.130518237,1.415778582,0.062224107,0.484329024,0.476746456,0.342093764,0.04257231,0.406024987,0.058405288,0.746890528,3.566827289,3.292477313,2.446418543,2.252018909,1.993153831,1.752348608,1.509269901,1.254588429,0.73469547,0.73469547,0.734690886,0.734690886,0.734022966,0.730215935,0.724863666,2.818947161,2.557781843,1.711723073,1.517328023,1.258462945,1.018325642,0.779053966,0.529724762,2.750628551,2.72168006,2.337744449,2.182829885,1.938591,1.714602659,1.482114968,1.238667381,2.002748423,1.98698459,1.603048979,1.448139,1.203900114,0.980579693,0.751899033,0.513803715,0.606263476,0.379561778,0.050429043,0.026457657,0.019864069,0.015355776,0.011156366,0.011156366,1.524363451,1.520350243,1.418648218,1.406122214,1.186222782,0.965604263,0.745329945,0.508240422
